,forecast
100,12.653252029687351
101,12.819121581639807
102,12.74697249377654
103,12.778543449179004
104,12.815978876563243
105,12.792059750081023
106,12.836608000425825
107,12.821276479024448
108,12.8359201714954
109,12.965611168205387
110,12.806025277499442
111,12.811924510190526
